raceId,constructorId,mean_pit_stop,total_stops
841,1,21.855,5
841,3,26.175,4
841,4,24.578,4
841,5,25.23,5
841,6,24.1,6
841,9,23.763,5
841,10,24.761,4
841,15,23.898,3
841,131,24.242,3
841,166,25.166,3
841,205,24.871,3
842,1,22.909,7
842,3,28.74,2
842,4,24.046,6
842,5,25.407,5
842,6,24.671,7
842,9,22.288,7
842,10,24.243,6
842,15,23.44,3
842,131,22.856,6
842,164,31.064,3
842,166,24.928,4
842,205,25.979,3
843,1,21.292,6
843,3,23.206,5
843,4,22.006,4
843,5,22.77,4
843,6,21.642,4
843,9,21.839,5
843,10,22.792,5
843,15,21.901,6
843,131,21.23,6
843,164,22.044,4
843,166,24.824,5
843,205,22.416,4
844,1,23.58,7
844,3,21.351,7
844,4,21.652,8
844,5,22.055,7
844,6,22.453,8
844,9,20.751,8
844,10,21.105,7
844,15,23.425,7
844,131,22.103,8
844,164,32.395,7
844,166,23.808,2
844,205,22.625,6
845,1,20.335,7
845,3,22.951,8
845,4,21.983,6
845,5,21.737,7
845,6,20.968,7
845,9,20.26,8
845,10,20.84,6
845,15,22.177,6
845,131,20.266,6
845,164,24.186,4
845,166,22.235,6
845,205,21.997,6
846,1,25.69,6
846,3,25.938,4
846,4,26.996,3
846,5,26.144,4
846,6,27.783,3
846,9,30.847,3
846,10,28.894,5
846,15,28.642,1
846,131,27.675,4
846,164,32.18,3
846,166,26.956,3
846,205,26.004,4
847,1,23.511,6
847,3,24.847,9
847,4,23.61,4
847,5,24.768,7
847,6,24.986,7
847,9,24.012,6
847,10,22.846,8
847,15,25.658,4
847,131,23.237,8
847,164,30.806,5
847,166,24.864,7
847,205,36.048,4
848,1,20.565,6
848,3,21.384,6
848,4,21.708,6
848,5,21.054,5
848,6,21.47,6
848,9,20.488,6
848,10,20.742,6
848,15,21.992,3
848,131,23.088,6
848,164,24.704,6
848,166,22.031,4
848,205,22.491,5
849,1,24.192,6
849,3,24.839,5
849,4,24.55,4
849,5,24.928,4
849,6,24.223,6
849,9,25.46,6
849,10,30.071,6
849,15,27.751,4
849,131,27.153,5
849,164,26.24,4
849,166,26.136,4
850,1,20.708,4
850,3,21.329,2
850,4,21.01,2
850,5,22.752,4
850,6,20.479,6
850,9,20.474,6
850,10,21.982,4
850,15,22.76,4
850,131,20.394,6
850,164,22.807,3
850,166,21.964,4
850,205,23.986,5
851,1,20.233,9
851,3,22.642,10
851,4,23.249,6
851,5,21.967,6
851,6,21.65,8
851,9,20.541,8
851,10,21.398,7
851,15,20.677,7
851,131,21.089,6
851,164,23.437,8
851,166,26.048,7
851,205,22.184,6
852,1,22.834,4
852,3,26.955,5
852,4,21.779,5
852,6,21.569,5
852,9,21.011,5
852,10,21.61,4
852,15,21.899,5
852,131,21.192,5
852,164,25.502,3
852,166,23.331,6
852,205,23.299,5
853,1,21.928,4
853,3,24.562,4
853,4,22.651,3
853,5,23.147,4
853,6,22.124,4
853,9,21.751,2
853,10,22.47,2
853,15,25.245,2
853,131,22.362,2
853,164,517.747,2
853,166,23.966,2
853,205,24.93,4
854,1,29.865,8
854,3,30.51,5
854,4,32.284,7
854,5,30.674,6
854,6,30.726,7
854,9,30.618,6
854,10,31.151,4
854,15,30.301,6
854,131,29.662,5
854,164,36.153,7
854,166,31.678,2
854,205,31.76,6
855,1,21.335,6
855,3,21.697,6
855,4,22.632,4
855,5,22.075,3
855,6,21.137,6
855,9,21.72,6
855,10,21.695,6
855,15,23.17,4
855,131,21.028,6
855,164,24.233,6
855,166,23.284,6
855,205,21.915,6
856,1,20.738,4
856,3,20.331,5
856,4,21.511,3
856,5,22.179,4
856,6,21.585,4
856,9,20.446,4
856,10,22.468,4
856,15,22.209,6
856,131,20.367,3
856,164,23.465,5
856,166,23.583,4
856,205,22.478,4
857,1,22.965,5
857,3,27.994,2
857,4,23.381,4
857,5,22.84,3
857,6,21.603,5
857,9,21.374,4
857,10,22.012,5
857,15,23.732,2
857,131,21.626,4
857,164,28.746,5
857,166,24.179,3
857,205,26.401,5
858,1,20.0,4
858,3,19.463,4
858,4,18.975,5
858,5,32.468,2
858,6,20.508,4
858,9,21.569,3
858,10,20.395,3
858,15,21.894,4
858,131,19.998,4
858,164,22.044,3
858,166,21.176,2
858,205,20.853,4
859,1,21.134,6
859,3,21.832,4
859,4,21.057,7
859,5,22.376,4
859,6,20.988,5
859,9,21.033,6
859,10,21.129,5
859,15,22.476,4
859,131,21.813,5
859,164,23.01,4
859,166,22.618,3
859,205,22.103,5
860,1,23.109,4
860,3,25.171,5
860,5,25.339,5
860,6,22.178,5
860,9,23.651,4
860,10,24.756,2
860,15,24.463,3
860,131,23.11,2
860,206,28.549,5
860,207,25.611,4
860,208,24.096,2
861,1,26.538,8
861,3,25.077,8
861,5,23.971,6
861,6,24.081,7
861,9,24.671,7
861,10,23.297,6
861,15,25.462,6
861,131,24.024,7
861,164,29.526,5
861,206,29.038,6
861,207,28.586,7
861,208,25.857,3
862,1,21.571,6
862,3,21.326,4
862,5,22.638,5
862,6,20.151,5
862,9,20.783,5
862,10,23.707,4
862,15,21.986,5
862,131,21.168,3
862,164,23.803,4
862,206,20.542,5
862,207,25.385,5
862,208,22.486,4
863,1,24.929,7
863,3,22.742,5
863,5,23.163,6
863,6,22.701,6
863,9,22.187,6
863,10,22.394,5
863,15,23.797,6
863,131,22.216,6
863,164,24.859,7
863,206,25.006,4
863,207,23.597,7
863,208,22.713,6
864,1,20.645,5
864,3,21.222,3
864,5,20.794,6
864,6,19.332,7
864,9,20.566,7
864,10,20.521,6
864,15,22.567,6
864,131,20.218,4
864,164,21.909,6
864,206,20.985,5
864,207,22.479,6
864,208,20.604,6
865,1,25.484,2
865,3,26.41,1
865,5,25.852,3
865,6,25.106,2
865,9,25.322,2
865,10,26.044,2
865,15,24.578,3
865,131,24.996,2
865,164,27.14,2
865,206,29.752,3
865,207,32.25,3
865,208,26.38,1
866,1,21.772,5
866,3,22.742,2
866,5,20.666,5
866,6,21.125,3
866,9,21.63,4
866,10,22.867,4
866,15,21.43,2
866,131,21.683,4
866,206,24.406,2
866,207,21.682,4
866,208,21.682,2
867,1,22.58,4
867,3,21.492,4
867,5,21.703,3
867,6,23.441,6
867,9,20.212,4
867,10,20.608,3
867,15,22.682,4
867,131,20.314,4
867,164,22.066,5
867,206,27.237,2
867,207,23.274,6
867,208,21.661,4
868,1,24.85,4
868,3,27.813,4
868,5,25.982,4
868,6,25.201,4
868,9,25.545,4
868,10,28.098,3
868,15,30.415,3
868,131,27.552,4
868,164,28.522,3
868,206,25.971,4
868,207,26.315,2
868,208,27.76,4
869,1,18.437,5
869,3,23.67,6
869,5,18.728,5
869,6,19.476,5
869,9,17.728,4
869,10,18.192,5
869,15,18.606,4
869,131,18.27,6
869,164,19.858,4
869,206,19.391,4
869,207,20.412,7
869,208,22.327,5
870,1,19.668,5
870,3,18.816,5
870,5,19.947,7
870,6,19.733,4
870,9,19.308,6
870,10,20.539,4
870,15,20.209,4
870,131,19.204,5
870,164,21.875,4
870,206,21.003,4
870,207,20.896,6
870,208,20.56,4
871,1,19.668,1
871,3,21.854,3
871,5,20.771,4
871,6,20.678,2
871,9,20.701,3
871,10,21.341,4
871,15,23.674,3
871,131,21.024,4
871,164,24.535,5
871,206,21.578,3
871,207,30.322,4
871,208,20.336,2
872,1,22.056,2
872,3,22.59,3
872,5,21.72,1
872,6,21.838,2
872,9,19.622,3
872,10,22.468,2
872,15,22.673,2
872,131,22.189,4
872,164,27.617,2
872,206,24.353,4
872,207,22.41,4
872,208,21.846,2
873,1,29.602,3
873,3,30.597,6
873,5,30.294,4
873,6,29.913,5
873,9,29.648,5
873,10,31.326,5
873,15,31.588,5
873,131,30.112,4
873,164,35.551,4
873,206,31.118,4
873,207,32.688,7
873,208,30.718,4
874,1,20.568,4
874,3,21.207,6
874,5,21.855,4
874,6,20.857,2
874,9,23.502,4
874,10,21.276,4
874,15,20.939,3
874,131,20.511,2
874,164,24.0,3
874,206,26.508,4
874,207,20.496,5
874,208,25.078,5
875,1,19.954,3
875,3,21.945,3
875,5,20.752,4
875,6,20.37,4
875,9,19.764,4
875,10,21.032,4
875,15,23.041,4
875,131,20.182,2
875,164,22.749,1
875,206,21.537,4
875,207,21.811,4
875,208,20.96,4
876,1,21.181,2
876,3,24.034,3
876,5,23.131,3
876,6,20.95,2
876,9,20.758,2
876,10,22.801,2
876,15,22.857,3
876,131,22.616,3
876,164,24.187,2
876,206,24.998,2
876,207,22.706,2
876,208,21.19,2
877,1,19.455,1
877,3,21.655,2
877,5,20.389,4
877,6,19.476,2
877,9,21.315,3
877,10,22.255,3
877,15,24.826,4
877,131,23.416,3
877,164,22.272,1
877,206,20.912,2
877,207,21.9,2
877,208,22.451,3
878,1,21.13,2
878,3,22.242,2
878,5,22.651,1
878,6,22.98,2
878,9,20.904,1
878,10,22.347,3
878,15,23.079,2
878,131,21.635,3
878,164,24.648,2
878,206,22.736,2
878,207,22.738,2
878,208,23.015,2
879,1,22.256,4
879,5,22.451,9
879,6,22.34,6
879,9,22.652,7
879,10,21.636,6
879,15,28.114,3
879,131,24.174,8
879,164,25.9,8
879,206,23.33,7
879,207,25.31,8
879,208,25.527,3
880,1,22.463,6
880,3,23.476,4
880,5,23.707,5
880,6,21.646,6
880,9,22.263,6
880,10,22.876,4
880,15,22.316,2
880,131,22.056,4
880,206,26.629,6
880,207,23.752,5
880,208,22.359,5
881,1,33.356,7
881,3,25.99,6
881,5,26.561,6
881,6,21.642,4
881,9,21.014,8
881,10,73.518,4
881,15,22.804,8
881,131,21.955,8
881,206,24.009,8
881,207,26.31,8
881,208,22.798,6
882,1,19.996,4
882,3,21.436,6
882,5,21.256,6
882,6,20.247,6
882,9,21.568,5
882,10,20.25,3
882,15,21.041,3
882,131,20.914,6
882,206,22.977,6
882,207,21.243,6
882,208,20.409,6
883,1,21.695,7
883,3,23.739,6
883,5,27.166,4
883,6,22.44,8
883,9,21.484,6
883,10,23.105,5
883,15,23.093,7
883,131,21.591,7
883,206,23.73,8
883,207,23.506,8
883,208,22.441,5
884,1,19.569,7
884,3,19.843,8
884,5,21.849,8
884,6,19.255,8
884,9,19.06,8
884,10,27.07,8
884,15,21.654,10
884,131,20.015,7
884,206,22.657,7
884,207,21.304,5
884,208,19.968,3
885,1,24.629,2
885,3,31.905,3
885,5,25.026,2
885,6,24.91,2
885,9,24.346,2
885,10,25.458,2
885,15,25.421,3
885,131,25.0,2
885,206,24.28,5
885,207,28.879,3
885,208,28.522,4
886,1,20.481,3
886,3,21.46,5
886,5,21.294,4
886,6,20.498,4
886,9,21.29,4
886,10,19.836,4
886,15,21.544,4
886,131,20.99,5
886,206,21.376,2
886,207,23.691,6
886,208,22.538,3
887,1,24.682,4
887,3,28.15,4
887,5,27.852,4
887,6,26.22,7
887,9,25.791,5
887,10,26.694,5
887,15,27.028,7
887,131,25.796,5
887,206,25.847,4
887,207,26.256,5
887,208,24.961,5
888,1,20.342,4
888,3,34.004,4
888,5,20.785,4
888,6,19.738,3
888,9,43.348,6
888,10,20.789,5
888,15,20.499,6
888,131,19.951,6
888,206,20.648,6
888,207,21.749,6
888,208,19.861,6
890,1,22.412,4
890,3,22.683,5
890,5,22.962,5
890,6,21.996,6
890,9,21.834,6
890,10,22.835,3
890,15,20.962,4
890,131,21.988,6
890,206,22.548,6
890,207,22.666,5
890,208,21.172,6
891,1,21.439,4
891,3,28.026,5
891,5,23.656,4
891,6,22.645,4
891,9,23.012,4
891,10,23.499,4
891,15,22.092,5
891,131,23.174,4
891,206,22.68,5
891,207,24.483,2
891,208,23.594,2
892,1,25.191,2
892,3,25.031,2
892,5,24.319,1
892,6,24.45,2
892,9,24.255,2
892,10,26.873,1
892,15,25.15,2
892,131,24.285,3
892,206,25.844,2
892,207,27.858,4
892,208,27.593,3
893,1,29.368,4
893,3,31.167,6
893,5,30.636,4
893,6,29.272,5
893,9,28.915,4
893,10,30.104,5
893,15,30.308,4
893,131,29.486,4
893,206,30.345,7
893,207,32.233,6
893,208,39.097,5
894,1,28.672,4
894,3,23.816,4
894,5,23.885,5
894,6,22.472,4
894,9,22.878,5
894,10,31.846,6
894,15,23.568,4
894,131,27.591,4
894,206,24.243,4
894,207,22.947,5
894,208,22.862,4
895,1,25.424,6
895,3,23.658,4
895,5,23.561,6
895,6,21.825,5
895,9,23.055,5
895,10,23.655,4
895,15,23.571,4
895,131,22.247,5
895,206,24.01,2
895,207,22.232,3
895,208,23.243,4
896,1,24.099,5
896,3,26.342,4
896,5,24.61,4
896,6,24.874,5
896,9,23.628,4
896,10,23.859,3
896,15,24.414,6
896,131,23.675,4
896,206,27.13,4
896,207,28.026,2
896,208,24.926,3
897,1,22.891,4
897,3,24.084,4
897,5,22.67,4
897,6,21.696,4
897,9,21.665,4
897,10,22.159,2
897,15,21.226,5
897,131,21.567,4
897,206,23.483,4
897,207,22.906,4
897,208,21.956,2
898,1,24.198,2
898,3,28.904,2
898,5,24.304,2
898,6,23.956,3
898,9,23.812,2
898,10,24.679,2
898,15,24.639,3
898,131,23.855,2
898,206,23.078,3
898,207,23.843,3
898,208,28.511,3
899,1,22.88,4
899,3,24.549,4
899,5,23.43,5
899,6,21.57,5
899,9,26.785,4
899,10,23.342,5
899,15,23.53,4
899,131,22.109,5
899,206,23.958,5
899,207,23.069,4
899,208,22.832,2
900,1,22.558,4
900,3,29.019,2
900,5,25.134,4
900,6,23.058,4
900,9,22.71,2
900,10,23.222,5
900,15,26.92,3
900,131,24.002,2
900,206,23.545,4
900,207,23.238,1
900,208,20.789,3
901,1,27.764,6
901,3,24.704,6
901,5,30.02,5
901,6,24.732,6
901,9,37.792,8
901,10,25.112,2
901,15,26.809,4
901,131,24.841,6
901,206,33.878,4
901,207,27.243,5
901,208,25.459,3
902,1,24.893,5
902,3,25.181,6
902,5,27.308,5
902,6,24.953,6
902,9,25.168,4
902,10,24.658,4
902,15,29.304,4
902,131,24.898,4
902,206,25.599,8
902,207,26.234,4
902,208,27.839,7
903,1,22.801,4
903,3,37.632,4
903,5,23.921,4
903,6,23.002,4
903,9,22.625,4
903,10,23.188,4
903,15,22.991,3
903,131,23.333,4
903,206,24.13,5
903,207,24.397,6
903,208,23.415,3
904,1,22.47,4
904,3,22.62,5
904,5,22.876,4
904,6,22.086,5
904,9,21.796,5
904,10,22.432,4
904,15,24.452,5
904,131,22.776,4
904,206,23.33,5
904,207,24.184,3
904,208,23.52,4
905,1,27.468,2
905,3,24.929,2
905,5,22.414,2
905,6,27.34,4
905,9,46.324,2
905,10,25.714,1
905,15,29.556,2
905,131,26.09,2
905,206,32.305,4
905,207,26.053,4
905,208,25.67,2
906,1,23.982,4
906,3,24.975,4
906,5,24.835,4
906,6,23.967,4
906,9,23.531,4
906,10,23.904,2
906,15,24.262,5
906,131,24.239,4
906,208,23.9,2
907,1,21.575,4
907,3,21.833,4
907,5,22.171,3
907,6,21.51,4
907,9,23.522,4
907,10,22.474,4
907,15,30.446,5
907,131,21.98,4
907,206,23.714,2
907,207,23.612,3
907,208,23.013,4
908,1,28.695,2
908,3,29.104,1
908,5,29.164,3
908,6,34.41,1
908,9,28.609,3
908,10,29.589,2
908,15,29.956,1
908,131,29.1,3
908,206,27.748,3
908,207,29.524,2
908,208,29.27,2
909,1,20.86,6
909,3,20.16,2
909,5,21.596,5
909,6,19.476,6
909,9,19.137,6
909,10,20.131,5
909,15,20.696,6
909,131,19.962,5
909,206,21.208,5
909,207,21.396,6
909,208,19.051,3
910,1,23.423,5
910,3,22.974,6
910,5,23.139,4
910,6,22.314,4
910,9,22.399,5
910,10,24.788,2
910,15,26.169,3
910,131,23.171,5
910,206,24.096,5
910,207,34.086,1
910,208,25.195,4
911,1,22.729,4
911,3,23.439,5
911,5,23.823,4
911,6,24.393,4
911,9,22.862,5
911,10,23.686,4
911,15,23.485,5
911,131,24.955,6
911,206,24.472,4
911,207,24.148,2
911,208,25.554,3
912,1,24.441,2
912,3,24.657,2
912,5,24.848,2
912,6,24.73,2
912,9,24.782,2
912,10,25.242,2
912,15,26.446,4
912,131,24.518,2
912,206,26.641,1
912,207,26.981,2
912,208,24.66,2
913,1,28.7,5
913,3,29.451,4
913,5,31.099,6
913,6,29.296,6
913,9,29.438,4
913,10,30.553,7
913,15,30.996,4
913,131,29.915,3
913,206,31.442,6
913,207,30.254,2
913,208,29.448,7
914,1,272.845,9
914,3,395.402,6
914,5,342.319,7
914,6,396.488,6
914,9,394.583,6
914,10,302.568,8
914,15,342.289,7
914,131,394.99,6
914,206,395.138,6
914,207,270.536,9
914,208,270.183,9
915,1,29.865,2
915,3,30.184,3
915,5,30.726,3
915,6,32.604,2
915,9,30.181,2
915,10,29.986,2
915,15,30.518,2
915,131,32.162,2
915,206,31.374,1
915,207,30.89,2
915,208,30.108,2
916,1,25.432,4
916,3,24.594,4
916,5,26.087,5
916,6,24.193,5
916,9,24.046,6
916,10,33.427,1
916,15,26.977,3
916,131,24.39,4
916,208,25.673,4
917,1,23.4,6
917,3,27.544,6
917,5,24.384,6
917,6,24.17,5
917,9,23.152,5
917,10,24.47,6
917,15,24.994,6
917,131,23.461,6
917,208,23.586,6
918,1,22.095,4
918,3,21.942,4
918,5,23.049,4
918,6,21.86,4
918,9,22.008,4
918,10,23.361,4
918,15,22.679,5
918,131,22.399,4
918,207,23.634,4
918,208,20.348,4
926,1,23.353,1
926,3,22.062,1
926,5,39.66,2
926,6,24.188,3
926,9,22.535,1
926,10,23.253,3
926,15,22.805,4
926,131,22.2,2
927,1,27.419,4
927,3,26.196,6
927,5,26.046,5
927,6,25.154,5
927,9,26.517,6
927,10,29.454,5
927,15,27.548,4
927,131,26.244,6
927,208,28.995,6
927,209,27.915,3
928,1,23.448,4
928,3,23.282,4
928,5,23.683,4
928,6,22.551,4
928,9,22.766,2
928,10,23.104,3
928,15,23.894,4
928,131,22.548,4
928,208,22.061,5
928,209,24.553,4
929,1,25.124,2
929,3,24.957,4
929,5,31.451,4
929,6,26.44,5
929,9,25.195,4
929,10,25.434,5
929,15,29.803,6
929,131,25.262,4
929,208,42.425,5
929,209,26.497,4
930,1,23.428,4
930,3,22.181,5
930,5,23.01,4
930,6,22.002,4
930,9,23.066,4
930,10,22.526,5
930,15,23.502,4
930,131,22.72,5
930,208,27.315,5
930,209,23.738,6
931,1,26.689,3
931,3,28.27,5
931,5,34.621,3
931,6,24.514,2
931,9,24.621,3
931,10,27.346,4
931,15,25.68,5
931,131,24.822,3
931,208,25.077,1
931,209,28.08,2
932,1,22.328,3
932,3,24.726,2
932,5,30.191,2
932,6,24.848,4
932,9,23.839,2
932,10,23.48,2
932,15,24.472,2
932,131,23.514,2
932,208,23.976,2
932,209,28.896,2
933,1,26.416,2
933,3,22.612,2
933,5,24.811,2
933,6,31.882,1
933,9,26.151,3
933,10,24.187,2
933,15,22.924,4
933,131,21.818,2
933,208,21.932,2
933,209,23.926,1
934,1,44.158,3
934,3,30.509,4
934,5,29.393,1
934,6,29.634,5
934,9,33.508,4
934,10,30.827,4
934,15,30.122,4
934,131,29.046,4
934,209,39.546,4
936,1,19.757,9
936,3,21.385,10
936,5,20.376,9
936,6,23.977,9
936,9,21.151,10
936,10,22.998,7
936,15,20.821,10
936,131,20.951,11
936,208,20.664,11
936,209,21.291,10
937,1,24.044,6
937,3,22.218,5
937,5,23.525,5
937,6,22.801,3
937,9,22.665,3
937,10,23.24,2
937,15,23.648,4
937,131,22.78,4
937,208,23.605,2
937,209,23.8,4
938,1,22.671,3
938,3,25.372,2
938,5,24.834,5
938,6,24.391,2
938,9,24.072,2
938,10,24.284,2
938,15,25.295,3
938,131,24.512,2
938,209,27.908,2
939,1,41.87,4
939,3,28.84,5
939,5,31.33,5
939,6,29.791,4
939,9,30.702,4
939,10,30.092,3
939,15,29.688,5
939,131,29.789,3
939,208,29.889,5
939,209,32.865,4
940,1,23.638,4
940,3,26.54,5
940,5,28.704,4
940,6,23.126,4
940,9,23.838,5
940,10,26.102,6
940,15,23.934,4
940,131,23.058,4
940,208,24.109,4
940,209,27.103,5
941,1,29.629,2
941,3,30.528,2
941,5,32.621,3
941,6,29.376,2
941,9,30.075,2
941,10,30.545,1
941,15,30.362,1
941,131,30.216,1
941,208,42.198,2
941,209,32.631,3
